station_id,timestamp,wind_speed_kmh,temperature_c,radiation_kjm2,wind_direction_bin,precipitation_accum_mm,rel_humidity_pctg,wind_direction_degrees,wind_strength
SOFIS4_A8610A3439296D08,2024-02-25T04:00:00.0,5.03,17.568,0,7,0,75.916,270,2
SOFIS2_A8610A3135428119,2024-02-25T05:00:00.0,2.236,17.31,0,7,0,79.92,270,1
SOFIS4_A8610A3439296D08,2024-02-25T05:00:00.0,4.38,17.112,0,7,0,82.678,270,1
SOFIS2_A8610A3135428119,2024-02-25T06:00:00.0,2.54,17.276,0,7,0,80.554,270,1
SOFIS4_A8610A3439296D08,2024-02-25T06:00:00.0,6.216,17.236,0,7,0,81.214,270,2
SOFIS2_A8610A3135428119,2024-02-25T07:00:00.0,1.72,16.8375,0,7,0,77.3975,270,1
SOFIS4_A8610A3439296D08,2024-02-25T07:00:00.0,3.796,16.698,0,7,0,79.198,270,1
SOFIS2_A8610A3135428119,2024-02-25T08:00:00.0,2.054,16.612,67.6461,7,0,78.22,270,1
SOFIS4_A8610A3439296D08,2024-02-25T08:00:00.0,3.836,16.776,105.787,7,0,78.038,270,1
SOFIS2_A8610A3135428119,2024-02-25T09:00:00.0,2.928,17.944,494.147,7,0,70.62,270,1
SOFIS4_A8610A3439296D08,2024-02-25T09:00:00.0,4.79,18.492,1058.11,7,0,69.98,270,1
SOFIS2_A8610A3135428119,2024-02-25T10:00:00.0,3.938,19.194,1047.11,7,0,69.684,270,1
SOFIS4_A8610A3439296D08,2024-02-25T10:00:00.0,6.036,19.768,1558.48,7,0,68.97,270,2
SOFIS2_A8610A3135428119,2024-02-25T11:00:00.0,5.188,19.94,1735.57,7,0,70.616,270,2
SOFIS4_A8610A3439296D08,2024-02-25T11:00:00.0,9.252,20.258,1979.88,7,0,70.31,270,2
SOFIS2_A8610A3135428119,2024-02-25T12:00:00.0,4.92,19.132,1588.25,7,0.56,82.078,270,1
SOFIS4_A8610A3439296D08,2024-02-25T12:00:00.0,6.994,18.67,1654.85,7,0.56,84.544,270,2
SOFIS2_A8610A3135428119,2024-02-25T13:00:00.0,5.398,19.866,2213.77,7,0,85.266,270,2
SOFIS4_A8610A3439296D08,2024-02-25T13:00:00.0,9.696,20.11,2213.77,7,0,82.734,270,2
SOFIS2_A8610A3135428119,2024-02-25T14:00:00.0,5.594,20.552,2212.98,7,0,81.402,270,2
SOFIS4_A8610A3439296D08,2024-02-25T14:00:00.0,9.084,20.768,2213.77,7,0,79.828,270,2
SOFIS2_A8610A3135428119,2024-02-25T15:00:00.0,5.31,20.912,2213.77,7,0,79.252,270,2
SOFIS4_A8610A3439296D08,2024-02-25T15:00:00.0,8.852,20.692,2064.94,7,0,78.732,270,2
SOFIS2_A8610A3135428119,2024-02-25T16:00:00.0,4.708,20.936,2213.77,7,0,76.672,270,1
SOFIS4_A8610A3439296D08,2024-02-25T16:00:00.0,6.898,20.876,1819.97,7,0,76.14,270,2
SOFIS2_A8610A3135428119,2024-02-25T17:00:00.0,4.78,19.202,1178.36,7,0.28,81.436,270,1
SOFIS4_A8610A3439296D08,2024-02-25T17:00:00.0,6.33,18.38,851.786,7,0.28,84.67,270,2
SOFIS2_A8610A3135428119,2024-02-25T18:00:00.0,3.954,17.054,406.548,7,0.28,92.582,270,1
SOFIS4_A8610A3439296D08,2024-02-25T18:00:00.0,4.948,16.87,319.278,7,0,92.102,270,1
SOFIS2_A8610A3135428119,2024-02-25T19:00:00.0,2.916,16.79,55.4178,7,0,92.452,270,1
SOFIS4_A8610A3439296D08,2024-02-25T19:00:00.0,4.194,16.664,37.2365,7,0,92.538,270,1
SOFIS2_A8610A3135428119,2024-02-25T20:00:00.0,2.746,16.544,0,7,0,92.992,270,1
SOFIS4_A8610A3439296D08,2024-02-25T20:00:00.0,3.208,16.512,0,7,0,92.928,270,1
SOFIS2_A8610A3135428119,2024-02-25T21:00:00.0,1.054,16.728,0,7,0,93.08,270,1
SOFIS4_A8610A3439296D08,2024-02-25T21:00:00.0,2.18,16.6,0,7,0,92.654,270,1
SOFIS2_A8610A3135428119,2024-02-25T22:00:00.0,0.424,16.688,0,7,0,93.06,270,1
SOFIS4_A8610A3439296D08,2024-02-25T22:00:00.0,2.286,16.706,0,7,0,92.016,270,1
SOFIS2_A8610A3135428119,2024-02-25T23:00:00.0,1.694,16.634,0,7,0,93.024,270,1
SOFIS4_A8610A3439296D08,2024-02-25T23:00:00.0,3.382,16.41,0,7,0.28,92.888,270,1
SOFIS2_A8610A3135428119,2024-02-26T00:00:00.0,3.072,16.05,0,7,0,94.5,270,1
SOFIS4_A8610A3439296D08,2024-02-26T00:00:00.0,2.322,15.886,0,7,0,94.412,270,1
SOFIS2_A8610A3135428119,2024-02-26T01:00:00.0,4.794,15.906,0,7,0,95.012,270,1
SOFIS4_A8610A3439296D08,2024-02-26T01:00:00.0,3.2475,15.735,0,7,0.28,94.3825,270,1
SOFIS2_A8610A3135428119,2024-02-26T02:00:00.0,4.822,15.546,0,7,0,93.776,270,1
SOFIS4_A8610A3439296D08,2024-02-26T02:00:00.0,3.608,15.496,0,7,0,93.374,270,1
SOFIS2_A8610A3135428119,2024-02-26T03:00:00.0,4.05,15.046,0,7,0.28,92.286,270,1
SOFIS4_A8610A3439296D08,2024-02-26T03:00:00.0,3.41,14.924,0,7,0,91.894,270,1
SOFIS2_A8610A3135428119,2024-02-26T04:00:00.0,4.334,14.994,0,7,0,88.376,270,1
SOFIS4_A8610A3439296D08,2024-02-26T04:00:00.0,3.11,14.884,0,7,0,87.152,270,1
SOFIS2_A8610A3135428119,2024-02-26T05:00:00.0,3.498,15.006,0,7,0,86.024,270,1
SOFIS4_A8610A3439296D08,2024-02-26T05:00:00.0,3.71,15.048,0,7,0,83.238,270,1
SOFIS2_A8610A3135428119,2024-02-26T06:00:00.0,3.808,14.846,0,7,0,82.18,270,1
SOFIS4_A8610A3439296D08,2024-02-26T06:00:00.0,4.346,14.94,0,7,0,79.166,270,1
SOFIS2_A8610A3135428119,2024-02-26T07:00:00.0,1.67,14.386,0,7,0,81.388,270,1
SOFIS4_A8610A3439296D08,2024-02-26T07:00:00.0,3.382,14.532,0,7,0,78.028,270,1
SOFIS2_A8610A3135428119,2024-02-26T08:00:00.0,3.16,14.414,72.2522,7,0,80.47,270,1
SOFIS4_A8610A3439296D08,2024-02-26T08:00:00.0,3.52,14.48,42.4013,7,0,77.152,270,1
SOFIS2_A8610A3135428119,2024-02-26T09:00:00.0,3.002,14.848,460.79,7,0,79.208,270,1
SOFIS4_A8610A3439296D08,2024-02-26T09:00:00.0,3.442,14.962,406.421,7,0,75.694,270,1
SOFIS2_A8610A3135428119,2024-02-26T10:00:00.0,3.852,15.73,1572.72,7,0,75.592,270,1
SOFIS4_A8610A3439296D08,2024-02-26T10:00:00.0,4.754,16.114,1354.1,7,0,71.29,270,1
SOFIS2_A8610A3135428119,2024-02-26T11:00:00.0,2.648,17.564,2042.9,7,0,69.682,270,1
SOFIS4_A8610A3439296D08,2024-02-26T11:00:00.0,4.55,18.816,2213.77,7,0,62.376,270,1
SOFIS2_A8610A3135428119,2024-02-26T12:00:00.0,2.624,19.568,2213.77,7,0,64.89,270,1
SOFIS4_A8610A3439296D08,2024-02-26T12:00:00.0,5.4,19.528,2213.77,7,0,61.11,270,2
SOFIS2_A8610A3135428119,2024-02-26T13:00:00.0,2.896,21.124,2213.77,7,0,59.482,270,1
SOFIS4_A8610A3439296D08,2024-02-26T13:00:00.0,5.41,19.088,2213.77,7,0,61.924,270,2
SOFIS2_A8610A3135428119,2024-02-26T14:00:00.0,1.51,22.676,2213.77,7,0,53.986,270,1
SOFIS4_A8610A3439296D08,2024-02-26T14:00:00.0,5.286,20.026,2210.61,7,0,57.992,270,2
SOFIS2_A8610A3135428119,2024-02-26T15:00:00.0,2.402,21.992,2199.8,7,0,56.192,270,1
SOFIS4_A8610A3439296D08,2024-02-26T15:00:00.0,5.336,21.14,2213.77,7,0,55.706,270,2
SOFIS2_A8610A3135428119,2024-02-26T16:00:00.0,1.686,21.594,2213.77,7,0,55.562,270,1
SOFIS4_A8610A3439296D08,2024-02-26T16:00:00.0,5.352,20.532,2213.77,7,0,56.62,270,2
SOFIS2_A8610A3135428119,2024-02-26T17:00:00.0,1.386,20.85,1997.64,7,0,57.844,270,1
SOFIS4_A8610A3439296D08,2024-02-26T17:00:00.0,4.466,20.09,2132.94,7,0,58.356,270,1
SOFIS2_A8610A3135428119,2024-02-26T18:00:00.0,1.304,18.476,713.42,7,0,64.732,270,1
SOFIS4_A8610A3439296D08,2024-02-26T18:00:00.0,3.714,18.618,1278.99,7,0,62.532,270,1
SOFIS2_A8610A3135428119,2024-02-26T19:00:00.0,0.31,16.55,86.8521,7,0,70.202,270,1
SOFIS4_A8610A3439296D08,2024-02-26T19:00:00.0,2.344,16.308,159.543,7,0,70.166,270,1
SOFIS2_A8610A3135428119,2024-02-26T20:00:00.0,0.0225,15.15,0,7,0,74.8475,270,1
SOFIS4_A8610A3439296D08,2024-02-26T20:00:00.0,0.788,14.6,0,7,0,76.064,270,1
SOFIS2_A8610A3135428119,2024-02-26T21:00:00.0,0.04,14.28,0,7,0,79.242,270,1
SOFIS4_A8610A3439296D08,2024-02-26T21:00:00.0,0.488,13.73,0,7,0,79.922,270,1
SOFIS2_A8610A3135428119,2024-02-26T22:00:00.0,0.08,13.906,0,7,0,80.968,270,1
SOFIS4_A8610A3439296D08,2024-02-26T22:00:00.0,0.576,13.818,0,7,0,79.156,270,1
SOFIS2_A8610A3135428119,2024-02-26T23:00:00.0,0.04,12.89,0,6,0,84.166,225,1
SOFIS4_A8610A3439296D08,2024-02-26T23:00:00.0,0.574,12.994,0,7,0,81.01,270,1
SOFIS2_A8610A3135428119,2024-02-27T00:00:00.0,0.134,12.164,0,7,0,86.886,270,1
SOFIS4_A8610A3439296D08,2024-02-27T00:00:00.0,0.352,12.156,0,7,0,84.728,270,1
SOFIS2_A8610A3135428119,2024-02-27T01:00:00.0,0.068,12.114,0,7,0,87.692,270,1
SOFIS4_A8610A3439296D08,2024-02-27T01:00:00.0,0.338,12.546,0,7,0,83.64,270,1
SOFIS2_A8610A3135428119,2024-02-27T02:00:00.0,0.1,11.708,0,7,0,89.168,270,1
SOFIS4_A8610A3439296D08,2024-02-27T02:00:00.0,0.28,12.026,0,7,0,85.296,270,1
SOFIS2_A8610A3135428119,2024-02-27T03:00:00.0,0.068,12.032,0,7,0,89.228,270,1
SOFIS4_A8610A3439296D08,2024-02-27T03:00:00.0,0.104,12.418,0,7,0,84.686,270,1
SOFIS2_A8610A3135428119,2024-02-27T04:00:00.0,0.068,12.234,0,7,0,88.164,270,1
SOFIS4_A8610A3439296D08,2024-02-27T04:00:00.0,0.348,12.868,0,7,0,82.288,270,1
SOFIS2_A8610A3135428119,2024-02-27T05:00:00.0,0.034,12.56,0,7,0,86.574,270,1
SOFIS4_A8610A3439296D08,2024-02-27T05:00:00.0,0.318,13.044,0,7,0,81.77,270,1
SOFIS2_A8610A3135428119,2024-02-27T06:00:00.0,0.008,12.846,0,7,0,82.99,270,1
SOFIS4_A8610A3439296D08,2024-02-27T06:00:00.0,0.62,13.308,0,7,0,79.794,270,1
SOFIS2_A8610A3135428119,2024-02-27T07:00:00.0,0.034,11.944,0,7,0,86.654,270,1
SOFIS4_A8610A3439296D08,2024-02-27T07:00:00.0,0.126,12.256,0,7,0,84.158,270,1
SOFIS2_A8610A3135428119,2024-02-27T08:00:00.0,0.206,11.516,85.1728,7,0,90.182,270,1
SOFIS4_A8610A3439296D08,2024-02-27T08:00:00.0,0.21,12.012,111.058,7,0,85.87,270,1
SOFIS2_A8610A3135428119,2024-02-27T09:00:00.0,0.074,12.69,652.46,7,0,88.992,270,1
SOFIS4_A8610A3439296D08,2024-02-27T09:00:00.0,0.128,13.988,750.245,7,0,80.752,270,1
SOFIS2_A8610A3135428119,2024-02-27T10:00:00.0,0.01,14.944,1568.69,6,0,78.78,225,1
SOFIS4_A8610A3439296D08,2024-02-27T10:00:00.0,1.74,17.824,1923.9,7,0,65.432,270,1
SOFIS2_A8610A3135428119,2024-02-27T11:00:00.0,0.65,18.78,2213.77,6,0,63.598,225,1
SOFIS4_A8610A3439296D08,2024-02-27T11:00:00.0,2.158,20.93,2203.51,7,0,55.566,270,1
SOFIS2_A8610A3135428119,2024-02-27T12:00:00.0,1.716,21.266,2213.77,7,0,54.87,270,1
SOFIS4_A8610A3439296D08,2024-02-27T12:00:00.0,2.87,22.052,2213.77,7,0,52.388,270,1
SOFIS2_A8610A3135428119,2024-02-27T13:00:00.0,2.138,22.746,2213.77,7,0,51.08,270,1
SOFIS4_A8610A3439296D08,2024-02-27T13:00:00.0,2.922,23.074,2213.77,7,0,50.868,270,1
SOFIS2_A8610A3135428119,2024-02-27T14:00:00.0,2.304,22.128,2213.77,7,0,55.102,270,1
SOFIS4_A8610A3439296D08,2024-02-27T14:00:00.0,3.475,23.0525,2213.77,7,0,52.57,270,1
SOFIS2_A8610A3135428119,2024-02-27T15:00:00.0,1.618,22.282,2213.77,7,0,54.47,270,1
SOFIS4_A8610A3439296D08,2024-02-27T15:00:00.0,1.956,22.946,2213.77,7,0,51.098,270,1
SOFIS2_A8610A3135428119,2024-02-27T16:00:00.0,1.05,22.594,2213.77,7,0,54.316,270,1
SOFIS4_A8610A3439296D08,2024-02-27T16:00:00.0,2.59,22.688,2202.72,7,0,53.352,270,1
SOFIS2_A8610A3135428119,2024-02-27T17:00:00.0,0.734,21.978,1686.77,7,0,55.496,270,1
SOFIS4_A8610A3439296D08,2024-02-27T17:00:00.0,1.94,22.5825,2063.38,7,0,52.8475,270,1
SOFIS2_A8610A3135428119,2024-02-27T18:00:00.0,0.552,19.518,654.917,5,0,60.444,180,1
SOFIS4_A8610A3439296D08,2024-02-27T18:00:00.0,3.094,20.194,1223.57,7,0,57.118,270,1
SOFIS2_A8610A3135428119,2024-02-27T19:00:00.0,0.426,17.084,106.277,7,0,67.494,270,1
SOFIS4_A8610A3439296D08,2024-02-27T19:00:00.0,2.108,16.496,152.277,7,0,67.508,270,1
SOFIS2_A8610A3135428119,2024-02-27T20:00:00.0,0.05,15.038,0,7,0,75.79,270,1
SOFIS4_A8610A3439296D08,2024-02-27T20:00:00.0,2.108,14.928,0,7,0,73.462,270,1
SOFIS2_A8610A3135428119,2024-02-27T21:00:00.0,0.008,14.744,0,7,0,76.572,270,1
SOFIS4_A8610A3439296D08,2024-02-27T21:00:00.0,1.518,14.566,0,7,0,75.244,270,1
SOFIS2_A8610A3135428119,2024-02-27T22:00:00.0,0.022,14.58,0,7,0,79.728,270,1
SOFIS4_A8610A3439296D08,2024-02-27T22:00:00.0,0.822,15.07,0,7,0,72.688,270,1
SOFIS2_A8610A3135428119,2024-02-27T23:00:00.0,0.008,14.644,0,5,0,78.85,180,1
SOFIS4_A8610A3439296D08,2024-02-27T23:00:00.0,0.548,14.872,0,7,0,74.456,270,1
SOFIS2_A8610A3135428119,2024-02-28T00:00:00.0,0.018,14.066,0,7,0,81.474,270,1
SOFIS4_A8610A3439296D08,2024-02-28T00:00:00.0,0.628,14.05,0,7,0,76.458,270,1
SOFIS2_A8610A3135428119,2024-02-28T01:00:00.0,0.034,13.906,0,7,0,80.342,270,1
SOFIS4_A8610A3439296D08,2024-02-28T01:00:00.0,0.616,13.558,0,7,0,78.36,270,1
SOFIS2_A8610A3135428119,2024-02-28T02:00:00.0,0,14.286,0,7,0,79.75,270,1
SOFIS4_A8610A3439296D08,2024-02-28T02:00:00.0,0.226,14.132,0,7,0,77.848,270,1
SOFIS2_A8610A3135428119,2024-02-28T03:00:00.0,0,14.15,0,6,0,81.644,225,1
SOFIS3_A8610A3135197407,2024-02-28T03:00:00.0,0,14.04,0,7,0,77.28,270,1
SOFIS4_A8610A3439296D08,2024-02-28T03:00:00.0,0.022,14.094,0,7,0,79,270,1
SOFIS2_A8610A3135428119,2024-02-28T04:00:00.0,0.01,14.142,0,7,0,82.456,270,1
SOFIS4_A8610A3439296D08,2024-02-28T04:00:00.0,0.136,14.058,0,7,0,79.914,270,1
SOFIS2_A8610A3135428119,2024-02-28T05:00:00.0,0.016,14.116,0,7,0,82.68,270,1
SOFIS4_A8610A3439296D08,2024-02-28T05:00:00.0,1.028,14.472,0,7,0,77.28,270,1
SOFIS2_A8610A3135428119,2024-02-28T06:00:00.0,0.044,14.27,0,7,0,80.98,270,1
SOFIS4_A8610A3439296D08,2024-02-28T06:00:00.0,0.53,14.668,0,7,0,76.6,270,1
SOFIS2_A8610A3135428119,2024-02-28T07:00:00.0,0.014,14.292,0,6,0,80.722,225,1
SOFIS4_A8610A3439296D08,2024-02-28T07:00:00.0,0.606,14.684,0,7,0,76.03,270,1
SOFIS2_A8610A3135428119,2024-02-28T08:00:00.0,0.006,14.474,43.9127,7,0,78.818,270,1
SOFIS4_A8610A3439296D08,2024-02-28T08:00:00.0,1.194,14.804,28.1339,7,0,75.628,270,1
SOFIS2_A8610A3135428119,2024-02-28T09:00:00.0,0.0625,15.09,300.073,7,0,76.4925,270,1
SOFIS4_A8610A3439296D08,2024-02-28T09:00:00.0,0.936,15.454,291.679,7,0,74.57,270,1
SOFIS2_A8610A3135428119,2024-02-28T10:00:00.0,0.024,16.196,865.474,7,0,74.004,270,1
SOFIS4_A8610A3439296D08,2024-02-28T10:00:00.0,0.922,16.812,874.964,7,0,69.29,270,1
SOFIS2_A8610A3135428119,2024-02-28T11:00:00.0,0.172,17.856,1521.23,7,0,65.39,270,1
SOFIS4_A8610A3439296D08,2024-02-28T11:00:00.0,0.994,18.66,1503.11,7,0,63.272,270,1
SOFIS2_A8610A3135428119,2024-02-28T12:00:00.0,0.34,19.636,2192.87,7,0,58.098,270,1
SOFIS4_A8610A3439296D08,2024-02-28T12:00:00.0,1.898,20.698,2144.16,7,0,55.182,270,1
SOFIS2_A8610A3135428119,2024-02-28T13:00:00.0,2.13,20.352,2213.77,7,0,56.844,270,1
SOFIS4_A8610A3439296D08,2024-02-28T13:00:00.0,3.232,21.046,2207.45,7,0,54.928,270,1
SOFIS2_A8610A3135428119,2024-02-28T14:00:00.0,2.754,20.412,2213.77,7,0,59.688,270,1
SOFIS4_A8610A3439296D08,2024-02-28T14:00:00.0,3.104,21.33,2213.77,7,0,57.796,270,1
SOFIS2_A8610A3135428119,2024-02-28T15:00:00.0,2.716,20.736,2161.97,7,0,57.56,270,1
SOFIS4_A8610A3439296D08,2024-02-28T15:00:00.0,3.312,21.192,2093.2,7,0,57.75,270,1
SOFIS2_A8610A3135428119,2024-02-28T16:00:00.0,2.922,20.802,2171.73,7,0,57.478,270,1
SOFIS4_A8610A3439296D08,2024-02-28T16:00:00.0,3.92,20.746,1979.89,7,0,58.594,270,1
SOFIS2_A8610A3135428119,2024-02-28T17:00:00.0,2.592,19.728,1661.89,7,0,62.964,270,1
SOFIS4_A8610A3439296D08,2024-02-28T17:00:00.0,3.382,19.878,1456.51,7,0,64.322,270,1
SOFIS2_A8610A3135428119,2024-02-28T18:00:00.0,1.83,18.788,605.956,7,0,68.246,270,1
SOFIS4_A8610A3439296D08,2024-02-28T18:00:00.0,3.054,19.52,848.626,7,0,67.084,270,1
SOFIS2_A8610A3135428119,2024-02-28T19:00:00.0,0.624,17.684,104.656,7,0,75.058,270,1
SOFIS4_A8610A3439296D08,2024-02-28T19:00:00.0,1.43,16.798,72.9514,7,0,78.696,270,1
SOFIS2_A8610A3135428119,2024-02-28T20:00:00.0,0.29,17.3933,1.16821,3.66667,0,76.49,120.00015,1
SOFIS2_A8610A3135428119,2024-02-28T20:00:00.0,0.384,16.634,0,7,0,79.442,270,1
SOFIS3_A8610A3135197407,2024-02-28T20:00:00.0,1.235,16.715,1.81601,3.5,0,78.4475,112.5,1
SOFIS4_A8610A3439296D08,2024-02-28T20:00:00.0,1.15,16.585,1.99678,2.75,0,79.535,78.75,1
SOFIS4_A8610A3439296D08,2024-02-28T20:00:00.0,1.512,16.06,0,7,0,82.204,270,1
SOFIS2_A8610A3135428119,2024-02-28T21:00:00.0,0.384,16.634,0,4.6,0,79.442,162,1
SOFIS2_A8610A3135428119,2024-02-28T21:00:00.0,0.75,16.306,0,7,0,82.138,270,1
SOFIS3_A8610A3135197407,2024-02-28T21:00:00.0,1.278,16.008,0,2.4,0,81.498,63,1
SOFIS4_A8610A3439296D08,2024-02-28T21:00:00.0,1.512,16.06,0,2,0,82.204,45,1
SOFIS4_A8610A3439296D08,2024-02-28T21:00:00.0,2.106,16.026,0,7,0,84.166,270,1
SOFIS2_A8610A3135428119,2024-02-28T22:00:00.0,0.75,16.306,0,4.4,0,82.138,153,1
SOFIS2_A8610A3135428119,2024-02-28T22:00:00.0,3.048,16.786,0,7,0,87.826,270,1
SOFIS3_A8610A3135197407,2024-02-28T22:00:00.0,1.78,16.018,0,3.6,0,83.616,117,1
SOFIS4_A8610A3439296D08,2024-02-28T22:00:00.0,2.106,16.026,0,3.2,0,84.166,99,1
SOFIS4_A8610A3439296D08,2024-02-28T22:00:00.0,5.186,16.57,0,7,0,88.57,270,2
SOFIS2_A8610A3135428119,2024-02-28T23:00:00.0,3.048,16.786,0,3.6,0,87.826,117,1
SOFIS2_A8610A3135428119,2024-02-28T23:00:00.0,3.884,15.764,0,7,0,91.494,270,1
SOFIS3_A8610A3135197407,2024-02-28T23:00:00.0,5.682,16.4,0,3,0,88.77,90,2
SOFIS4_A8610A3439296D08,2024-02-28T23:00:00.0,5.186,16.57,0,3,0,88.57,90,2
SOFIS4_A8610A3439296D08,2024-02-28T23:00:00.0,6.576,15.478,0,7,0,91.492,270,2
SOFIS2_A8610A3135428119,2024-02-29T00:00:00.0,3.884,15.764,0,2,0,91.494,45,1
SOFIS2_A8610A3135428119,2024-02-29T00:00:00.0,4.19,15.718,0,7,0,82.728,270,1
SOFIS3_A8610A3135197407,2024-02-29T00:00:00.0,9.46,15.36,0,1.6,0,91.458,27,2
SOFIS4_A8610A3439296D08,2024-02-29T00:00:00.0,6.576,15.478,0,2,0,91.492,45,2
SOFIS4_A8610A3439296D08,2024-02-29T00:00:00.0,7.156,15.496,0,7,0,81.658,270,2
SOFIS2_A8610A3135428119,2024-02-29T01:00:00.0,4.19,15.718,0,1.6,0,82.728,27,1
SOFIS2_A8610A3135428119,2024-02-29T01:00:00.0,3.854,15.352,0,7,0,77.02,270,1
SOFIS3_A8610A3135197407,2024-02-29T01:00:00.0,10.5,15.43,0,1.8,0,81.04,36,3
SOFIS4_A8610A3439296D08,2024-02-29T01:00:00.0,7.156,15.496,0,2,0,81.658,45,2
SOFIS4_A8610A3439296D08,2024-02-29T01:00:00.0,6.704,15.196,0,7,0,75.652,270,2
SOFIS2_A8610A3135428119,2024-02-29T02:00:00.0,3.854,15.352,0,1.6,0,77.02,27,1
SOFIS2_A8610A3135428119,2024-02-29T02:00:00.0,3.728,14.926,0,7,0,74.082,270,1
SOFIS3_A8610A3135197407,2024-02-29T02:00:00.0,9.428,15.17,0,1.4,0,75.134,18,2
SOFIS4_A8610A3439296D08,2024-02-29T02:00:00.0,6.704,15.196,0,2,0,75.652,45,2
SOFIS4_A8610A3439296D08,2024-02-29T02:00:00.0,5.07,14.798,0,7,0,73.252,270,2
SOFIS2_A8610A3135428119,2024-02-29T03:00:00.0,3.728,14.926,0,1.8,0,74.082,36,1
SOFIS2_A8610A3135428119,2024-02-29T03:00:00.0,3.44,14.622,0,7,0,72.348,270,1
SOFIS3_A8610A3135197407,2024-02-29T03:00:00.0,8.328,14.736,0,2.4,0,72.738,63,2
SOFIS4_A8610A3439296D08,2024-02-29T03:00:00.0,5.07,14.798,0,2,0,73.252,45,2
SOFIS4_A8610A3439296D08,2024-02-29T03:00:00.0,3.11,14.6475,0,7,0,71.99,270,1
SOFIS2_A8610A3135428119,2024-02-29T04:00:00.0,3.44,14.622,0,1.6,0,72.348,27,1
SOFIS2_A8610A3135428119,2024-02-29T04:00:00.0,3.306,14.236,0,7,0,71.036,270,1
SOFIS3_A8610A3135197407,2024-02-29T04:00:00.0,6.425,14.5375,0,6,0,72.495,225,2
SOFIS4_A8610A3439296D08,2024-02-29T04:00:00.0,3.11,14.6475,0,2.25,0,71.99,56.25,1
SOFIS4_A8610A3439296D08,2024-02-29T04:00:00.0,3.46,14.22,0,7,0,70.642,270,1
SOFIS2_A8610A3135428119,2024-02-29T05:00:00.0,3.306,14.236,0,1.4,0,71.036,18,1
SOFIS2_A8610A3135428119,2024-02-29T05:00:00.0,2.882,14.018,0,7,0,69.51,270,1
SOFIS3_A8610A3135197407,2024-02-29T05:00:00.0,6.902,14.162,0,3.2,0,69.598,99,2
SOFIS4_A8610A3439296D08,2024-02-29T05:00:00.0,3.46,14.22,0,3,0,70.642,90,1
SOFIS4_A8610A3439296D08,2024-02-29T05:00:00.0,2.698,14.098,0,7,0,68.86,270,1
SOFIS2_A8610A3135428119,2024-02-29T06:00:00.0,2.882,14.018,0,1.8,0,69.51,36,1
SOFIS2_A8610A3135428119,2024-02-29T06:00:00.0,2.4,13.932,0,7,0,69.406,270,1
SOFIS3_A8610A3135197407,2024-02-29T06:00:00.0,5.442,14.008,0,3,0,69.232,90,2
SOFIS4_A8610A3439296D08,2024-02-29T06:00:00.0,2.698,14.098,0,4,0,68.86,135,1
SOFIS4_A8610A3439296D08,2024-02-29T06:00:00.0,3.67,13.966,0,7,0,68.136,270,1
SOFIS2_A8610A3135428119,2024-02-29T07:00:00.0,2.4,13.932,0,1.6,0,69.406,27,1
SOFIS2_A8610A3135428119,2024-02-29T07:00:00.0,2.328,14.094,0,7,0,70.272,270,1
SOFIS3_A8610A3135197407,2024-02-29T07:00:00.0,6.564,13.956,0,3,0,68.124,90,2
SOFIS4_A8610A3439296D08,2024-02-29T07:00:00.0,3.67,13.966,0,4,0,68.136,135,1
SOFIS4_A8610A3439296D08,2024-02-29T07:00:00.0,3.01,14.03,0,7,0,68.764,270,1
SOFIS2_A8610A3135428119,2024-02-29T08:00:00.0,2.328,14.094,0,1.8,0,70.272,36,1
SOFIS2_A8610A3135428119,2024-02-29T08:00:00.0,2.702,14.048,51.8295,7,0,70.224,270,1
SOFIS3_A8610A3135197407,2024-02-29T08:00:00.0,5.45,13.99,0,4,0,68.7,135,2
SOFIS4_A8610A3439296D08,2024-02-29T08:00:00.0,3.01,14.03,0,3,0,68.764,90,1
SOFIS4_A8610A3439296D08,2024-02-29T08:00:00.0,4.534,14.088,31.8935,7,0,70.38,270,1
SOFIS2_A8610A3135428119,2024-02-29T09:00:00.0,2.702,14.048,3.26653,1.8,0,70.224,36,1
SOFIS2_A8610A3135428119,2024-02-29T09:00:00.0,2.868,14.214,410.469,7,0,69.084,270,1
SOFIS3_A8610A3135197407,2024-02-29T09:00:00.0,7.54,13.984,1.9755,2,0,69.718,45,2
SOFIS4_A8610A3439296D08,2024-02-29T09:00:00.0,4.534,14.088,2.01017,5,0,70.38,180,1
SOFIS4_A8610A3439296D08,2024-02-29T09:00:00.0,2.746,14.202,320.913,7,0,68.214,270,1
SOFIS2_A8610A3135428119,2024-02-29T10:00:00.0,2.868,14.214,25.8701,1.8,0,69.084,36,1
SOFIS2_A8610A3135428119,2024-02-29T10:00:00.0,1.53,14.99,853.311,7,0,67.254,270,1
SOFIS3_A8610A3135197407,2024-02-29T10:00:00.0,4.262,14.106,19.4192,3,0,68.806,90,1
SOFIS4_A8610A3439296D08,2024-02-29T10:00:00.0,2.746,14.202,20.2256,3.8,0,68.214,126,1
SOFIS4_A8610A3439296D08,2024-02-29T10:00:00.0,3.232,15.058,839.489,7,0,65.72,270,1
SOFIS2_A8610A3135428119,2024-02-29T11:00:00.0,2.11,15.822,1597.94,7,0,65.066,270,1
