station_id,timestamp,wind_speed_kmh,temperature_c,radiation_kjm2,wind_direction_bin,precipitation_accum_mm,rel_humidity_pctg,wind_direction_degrees,wind_strength
SOFIS1_A8610A3135399218,2024-01-19T15:00:00.0,7.658,19.062,2028.2,7,0,83.674,270,2
SOFIS2_A8610A3135428119,2024-01-19T15:00:00.0,0.198,20.892,2118.94,7,0,79.916,270,1
SOFIS3_A8610A3135197407,2024-01-19T15:00:00.0,5.05,21.206,2062.3,7,0,77.028,270,2
SOFIS4_A8610A3439296D08,2024-01-19T15:00:00.0,6.042,21.896,2089.68,7,0,74.442,270,2
SOFIS1_A8610A3135399218,2024-01-19T16:00:00.0,6.55,18.292,1329.61,7,0,86.304,270,2
SOFIS2_A8610A3135428119,2024-01-19T16:00:00.0,0.084,19.806,1449.14,7,0,83.524,270,1
SOFIS3_A8610A3135197407,2024-01-19T16:00:00.0,3.958,19.714,1193.32,7,0,81.742,270,1
SOFIS4_A8610A3439296D08,2024-01-19T16:00:00.0,4.65,20.414,1430.05,7,0,79.56,270,1
SOFIS1_A8610A3135399218,2024-01-19T17:00:00.0,3.892,18.128,578.947,7,0,85.75,270,1
SOFIS2_A8610A3135428119,2024-01-19T17:00:00.0,0.008,19.446,770.239,7,0,83.592,270,1
SOFIS3_A8610A3135197407,2024-01-19T17:00:00.0,3.006,18.79,523.875,7,0,84.81,270,1
SOFIS4_A8610A3439296D08,2024-01-19T17:00:00.0,3.752,19.108,545.045,7,0,83.51,270,1
SOFIS1_A8610A3135399218,2024-01-19T18:00:00.0,5.68,17.408,139.912,7,0.28,89.492,270,2
SOFIS2_A8610A3135428119,2024-01-19T18:00:00.0,0.012,18.428,148.675,7,0.28,88.472,270,1
SOFIS3_A8610A3135197407,2024-01-19T18:00:00.0,3.196,17.83,126.851,7,0,89.7,270,1
SOFIS4_A8610A3439296D08,2024-01-19T18:00:00.0,4.238,18.282,119.229,7,0.28,87.866,270,1
SOFIS1_A8610A3135399218,2024-01-19T19:00:00.0,4.628,17.034,0.17136,7,0.28,92.2,270,1
SOFIS2_A8610A3135428119,2024-01-19T19:00:00.0,0.014,17.644,0.17136,7,0.56,93.198,270,1
SOFIS3_A8610A3135197407,2024-01-19T19:00:00.0,3.652,17.326,0,7,0.56,94.12,270,1
SOFIS4_A8610A3439296D08,2024-01-19T19:00:00.0,4.314,17.52,0.17136,7,0.84,92.792,270,1
SOFIS1_A8610A3135399218,2024-01-19T20:00:00.0,4.582,16.782,0,7,0,91.186,270,1
SOFIS2_A8610A3135428119,2024-01-19T20:00:00.0,0.038,17.262,0,7,0,92.762,270,1
SOFIS3_A8610A3135197407,2024-01-19T20:00:00.0,2.462,16.844,0,7,0,93.026,270,1
SOFIS4_A8610A3439296D08,2024-01-19T20:00:00.0,2.92,17.214,0,7,0.28,91.874,270,1
SOFIS1_A8610A3135399218,2024-01-19T21:00:00.0,5.062,16.234,0,7,0.28,88.214,270,2
SOFIS2_A8610A3135428119,2024-01-19T21:00:00.0,0.024,16.542,0,7,0,90.318,270,1
SOFIS3_A8610A3135197407,2024-01-19T21:00:00.0,3.188,16.22,0,7,0,90.33,270,1
SOFIS4_A8610A3439296D08,2024-01-19T21:00:00.0,3.3,16.496,0,7,0,89.48,270,1
SOFIS1_A8610A3135399218,2024-01-19T22:00:00.0,6.044,15.854,0,7,0,85.852,270,2
SOFIS2_A8610A3135428119,2024-01-19T22:00:00.0,0.004,15.83,0,7,0,89.356,270,1
SOFIS3_A8610A3135197407,2024-01-19T22:00:00.0,3.016,15.638,0,7,0,89.228,270,1
SOFIS4_A8610A3439296D08,2024-01-19T22:00:00.0,3.376,15.854,0,7,0,88.312,270,1
SOFIS1_A8610A3135399218,2024-01-19T23:00:00.0,4.154,15.586,0,7,0,87.01,270,1
SOFIS2_A8610A3135428119,2024-01-19T23:00:00.0,0.006,15.542,0,7,0,90.404,270,1
SOFIS3_A8610A3135197407,2024-01-19T23:00:00.0,1.77,15.234,0,7,0,90.542,270,1
SOFIS4_A8610A3439296D08,2024-01-19T23:00:00.0,2.382,15.436,0,7,0,89.756,270,1
SOFIS1_A8610A3135399218,2024-01-20T00:00:00.0,3,15.276,0,7,0,79.762,270,1
SOFIS2_A8610A3135428119,2024-01-20T00:00:00.0,0,14.362,0,7,0,90.064,270,1
SOFIS3_A8610A3135197407,2024-01-20T00:00:00.0,1.6575,14.7925,0,7,0,87.7925,270,1
SOFIS4_A8610A3439296D08,2024-01-20T00:00:00.0,2.122,14.922,0,7,0,86.584,270,1
SOFIS1_A8610A3135399218,2024-01-20T01:00:00.0,4.54,15.596,0,7,0,69.884,270,1
SOFIS2_A8610A3135428119,2024-01-20T01:00:00.0,0.002,14.438,0,7,0,80.054,270,1
SOFIS3_A8610A3135197407,2024-01-20T01:00:00.0,2.472,15.072,0,7,0,75.56,270,1
SOFIS4_A8610A3439296D08,2024-01-20T01:00:00.0,3.132,15.254,0,7,0,73.98,270,1
SOFIS1_A8610A3135399218,2024-01-20T02:00:00.0,4.008,15.472,0,7,0,67.22,270,1
SOFIS2_A8610A3135428119,2024-01-20T02:00:00.0,0,14.098,0,7,0,77.57,270,1
SOFIS3_A8610A3135197407,2024-01-20T02:00:00.0,1.398,14.404,0,7,0,74.78,270,1
SOFIS4_A8610A3439296D08,2024-01-20T02:00:00.0,2.046,14.494,0,7,0,74.854,270,1
SOFIS1_A8610A3135399218,2024-01-20T03:00:00.0,3.504,15.446,0,7,0,66.662,270,1
SOFIS2_A8610A3135428119,2024-01-20T03:00:00.0,0,13.954,0,7,0,76.95,270,1
SOFIS3_A8610A3135197407,2024-01-20T03:00:00.0,1.812,14.552,0,7,0,73.158,270,1
SOFIS4_A8610A3439296D08,2024-01-20T03:00:00.0,1.826,14.388,0,7,0,73.956,270,1
SOFIS1_A8610A3135399218,2024-01-20T04:00:00.0,5.482,15.646,0,7,0,66.85,270,2
SOFIS2_A8610A3135428119,2024-01-20T04:00:00.0,0,14.166,0,7,0,76.856,270,1
SOFIS3_A8610A3135197407,2024-01-20T04:00:00.0,2.466,14.964,0,7,0,71.526,270,1
SOFIS4_A8610A3439296D08,2024-01-20T04:00:00.0,2.98,15.062,0,7,0,72.6,270,1
SOFIS1_A8610A3135399218,2024-01-20T05:00:00.0,5.268,15.596,0,7,0,74.888,270,2
SOFIS2_A8610A3135428119,2024-01-20T05:00:00.0,0.004,14.77,0,7,0,81.016,270,1
SOFIS3_A8610A3135197407,2024-01-20T05:00:00.0,2.888,15.084,0,7,0,79.21,270,1
SOFIS4_A8610A3439296D08,2024-01-20T05:00:00.0,2.896,15.186,0,7,0,80.072,270,1
SOFIS1_A8610A3135399218,2024-01-20T06:00:00.0,4.218,15.5,0,7,0,82.844,270,1
SOFIS2_A8610A3135428119,2024-01-20T06:00:00.0,0,15.024,0,7,0,86.262,270,1
SOFIS3_A8610A3135197407,2024-01-20T06:00:00.0,2.504,15.146,0,7,0,84.786,270,1
SOFIS4_A8610A3439296D08,2024-01-20T06:00:00.0,2.58,15.302,0,7,0,85.456,270,1
SOFIS1_A8610A3135399218,2024-01-20T07:00:00.0,4.08,15.506,0,7,0,87.68,270,1
SOFIS2_A8610A3135428119,2024-01-20T07:00:00.0,0.0025,15.2525,0,7,0,90.0475,270,1
SOFIS3_A8610A3135197407,2024-01-20T07:00:00.0,2.74,15.386,0,7,0,89.38,270,1
SOFIS4_A8610A3439296D08,2024-01-20T07:00:00.0,3.272,15.538,0,7,0,89.282,270,1
SOFIS1_A8610A3135399218,2024-01-20T08:00:00.0,3.845,15.21,0,7,0,89.05,270,1
SOFIS2_A8610A3135428119,2024-01-20T08:00:00.0,0.002,15.14,0,7,0,91.376,270,1
SOFIS3_A8610A3135197407,2024-01-20T08:00:00.0,2.788,15.178,0.17136,7,0,90.954,270,1
SOFIS4_A8610A3439296D08,2024-01-20T08:00:00.0,2.618,15.3,2.08031,7,0,90.62,270,1
SOFIS1_A8610A3135399218,2024-01-20T09:00:00.0,3.418,15.228,215.067,7,0,87.616,270,1
SOFIS2_A8610A3135428119,2024-01-20T09:00:00.0,0,14.984,125.902,7,0,91.704,270,1
SOFIS3_A8610A3135197407,2024-01-20T09:00:00.0,1.924,15.094,140.234,7,0,90.452,270,1
SOFIS4_A8610A3439296D08,2024-01-20T09:00:00.0,1.898,15.198,187.002,7,0,90.076,270,1
SOFIS1_A8610A3135399218,2024-01-20T10:00:00.0,3.644,17.3,1276.13,7,0,79.188,270,1
SOFIS2_A8610A3135428119,2024-01-20T10:00:00.0,0.006,15.442,335.403,7,0,89.526,270,1
SOFIS3_A8610A3135197407,2024-01-20T10:00:00.0,2.56,15.536,1047.86,7,0,88.998,270,1
SOFIS4_A8610A3439296D08,2024-01-20T10:00:00.0,2.744,17.534,1713.66,7,0,82.342,270,1
SOFIS1_A8610A3135399218,2024-01-20T11:00:00.0,4.524,18.664,2047.73,7,0,74.716,270,1
SOFIS2_A8610A3135428119,2024-01-20T11:00:00.0,0.022,17.276,1145.31,7,0,85.276,270,1
SOFIS3_A8610A3135197407,2024-01-20T11:00:00.0,3.554,18.544,2213.77,7,0,79.556,270,1
SOFIS4_A8610A3439296D08,2024-01-20T11:00:00.0,3.84,19.558,2205.08,7,0,76.336,270,1
SOFIS1_A8610A3135399218,2024-01-20T12:00:00.0,2.608,20.228,2213.77,7,0,71.246,270,1
SOFIS2_A8610A3135428119,2024-01-20T12:00:00.0,0.05,19.468,2213.77,7,0,77.682,270,1
SOFIS3_A8610A3135197407,2024-01-20T12:00:00.0,2.288,20.39,2213.77,7,0,72.876,270,1
SOFIS4_A8610A3439296D08,2024-01-20T12:00:00.0,3.514,20.952,2213.77,7,0,71.496,270,1
SOFIS1_A8610A3135399218,2024-01-20T13:00:00.0,3.016,21.104,2213.77,7,0,66.984,270,1
SOFIS2_A8610A3135428119,2024-01-20T13:00:00.0,0,22.142,2213.77,7,0,66.06,270,1
SOFIS3_A8610A3135197407,2024-01-20T13:00:00.0,1.426,21.89,2213.77,7,0.28,65.216,270,1
SOFIS4_A8610A3439296D08,2024-01-20T13:00:00.0,2.422,22.656,2213.77,7,0,64.014,270,1
SOFIS1_A8610A3135399218,2024-01-20T14:00:00.0,4.33,20.962,2213.77,7,0,65.876,270,1
SOFIS2_A8610A3135428119,2024-01-20T14:00:00.0,0.026,22.74,2213.77,7,0,63.612,270,1
SOFIS3_A8610A3135197407,2024-01-20T14:00:00.0,1.748,23.026,2213.77,7,0,59.072,270,1
SOFIS4_A8610A3439296D08,2024-01-20T14:00:00.0,2.394,23.942,2213.77,7,0,55.468,270,1
SOFIS1_A8610A3135399218,2024-01-20T15:00:00.0,5.67,20.306,2213.77,7,0,65.744,270,2
SOFIS2_A8610A3135428119,2024-01-20T15:00:00.0,0.014,22.438,2213.77,7,0,63.018,270,1
SOFIS3_A8610A3135197407,2024-01-20T15:00:00.0,1.998,22.732,2193.65,7,0,60.2,270,1
SOFIS4_A8610A3439296D08,2024-01-20T15:00:00.0,2.9525,23.875,2213.77,7,0,55.38,270,1
SOFIS1_A8610A3135399218,2024-01-20T16:00:00.0,5.966,19.06,2176.32,7,0,72.446,270,2
SOFIS2_A8610A3135428119,2024-01-20T16:00:00.0,0.044,20.522,2213.77,7,0,69.332,270,1
SOFIS3_A8610A3135197407,2024-01-20T16:00:00.0,3.218,21.044,2149.46,7,0,65.314,270,1
SOFIS4_A8610A3439296D08,2024-01-20T16:00:00.0,4.05,22.1,2131.79,7,0,61.928,270,1
SOFIS1_A8610A3135399218,2024-01-20T17:00:00.0,4.75,17.988,970.47,7,0,73.5,270,1
SOFIS2_A8610A3135428119,2024-01-20T17:00:00.0,0.204,18.808,782.677,7,0,72.652,270,1
SOFIS3_A8610A3135197407,2024-01-20T17:00:00.0,2.264,19.238,943.131,7,0,69.426,270,1
SOFIS4_A8610A3439296D08,2024-01-20T17:00:00.0,3.372,20.364,951.809,7,0,64.732,270,1
SOFIS1_A8610A3135399218,2024-01-20T18:00:00.0,8.724,16.648,196.941,7,0,78.966,270,2
SOFIS2_A8610A3135428119,2024-01-20T18:00:00.0,0.866,17.496,195.508,7,0,78.384,270,1
SOFIS3_A8610A3135197407,2024-01-20T18:00:00.0,3.816,17.342,170.962,7,0,76.018,270,1
SOFIS4_A8610A3439296D08,2024-01-20T18:00:00.0,4.558,17.872,203.212,7,0,73.364,270,1
SOFIS1_A8610A3135399218,2024-01-20T19:00:00.0,5.872,16.366,3.81447,7,0,80.24,270,2
SOFIS2_A8610A3135428119,2024-01-20T19:00:00.0,0.268,16.91,2.30651,7,0,80.236,270,1
SOFIS3_A8610A3135197407,2024-01-20T19:00:00.0,2.28,16.706,1.90895,7,0,77.68,270,1
SOFIS4_A8610A3439296D08,2024-01-20T19:00:00.0,2.732,17.142,4.21203,7,0,75.83,270,1
SOFIS1_A8610A3135399218,2024-01-20T20:00:00.0,6.72,16.22,0,7,0,79.086,270,2
SOFIS2_A8610A3135428119,2024-01-20T20:00:00.0,0.238,16.542,0,7,0,80.436,270,1
SOFIS3_A8610A3135197407,2024-01-20T20:00:00.0,2.926,16.476,0,7,0,76.71,270,1
SOFIS4_A8610A3439296D08,2024-01-20T20:00:00.0,3.192,16.902,0,7,0,74.718,270,1
SOFIS1_A8610A3135399218,2024-01-20T21:00:00.0,4.988,16.522,0,7,0,79.96,270,1
SOFIS2_A8610A3135428119,2024-01-20T21:00:00.0,0.344,16.808,0,7,0,81.172,270,1
SOFIS3_A8610A3135197407,2024-01-20T21:00:00.0,2.766,16.754,0,7,0,77.96,270,1
SOFIS4_A8610A3439296D08,2024-01-20T21:00:00.0,4.266,17.182,0,7,0,75.09,270,1
SOFIS1_A8610A3135399218,2024-01-20T22:00:00.0,3.374,17.266,0,7,0,79.526,270,1
SOFIS2_A8610A3135428119,2024-01-20T22:00:00.0,0.07,17.306,0,7,0,81.08,270,1
SOFIS3_A8610A3135197407,2024-01-20T22:00:00.0,0.932,16.784,0,7,0,80.738,270,1
SOFIS4_A8610A3439296D08,2024-01-20T22:00:00.0,1.436,17.184,0,7,0,79.282,270,1
SOFIS1_A8610A3135399218,2024-01-20T23:00:00.0,7.216,17.088,0,7,0,83.372,270,2
SOFIS2_A8610A3135428119,2024-01-20T23:00:00.0,0.264,17.376,0,7,0,83.082,270,1
SOFIS3_A8610A3135197407,2024-01-20T23:00:00.0,2.662,17.098,0,7,0,82.878,270,1
SOFIS4_A8610A3439296D08,2024-01-20T23:00:00.0,3.382,17.49,0,7,0,81.126,270,1
SOFIS1_A8610A3135399218,2024-01-21T00:00:00.0,10.564,17.326,0,7,0,81.4,270,3
SOFIS2_A8610A3135428119,2024-01-21T00:00:00.0,0.912,17.476,0,7,0,82.804,270,1
SOFIS3_A8610A3135197407,2024-01-21T00:00:00.0,6.308,17.594,0,7,0,79.53,270,2
SOFIS4_A8610A3439296D08,2024-01-21T00:00:00.0,5.436,17.732,0,7,0,78.878,270,2
SOFIS1_A8610A3135399218,2024-01-21T01:00:00.0,10.844,17.304,0,7,0,79.168,270,3
SOFIS2_A8610A3135428119,2024-01-21T01:00:00.0,2.788,17.412,0,7,0,80.784,270,1
SOFIS3_A8610A3135197407,2024-01-21T01:00:00.0,6.308,17.548,0,7,0,76.172,270,2
SOFIS4_A8610A3439296D08,2024-01-21T01:00:00.0,8.432,17.836,0,7,0,74.93,270,2
SOFIS1_A8610A3135399218,2024-01-21T02:00:00.0,9.156,16.936,0,7,0,74.922,270,2
SOFIS2_A8610A3135428119,2024-01-21T02:00:00.0,0.662,16.98,0,7,0,79.266,270,1
SOFIS3_A8610A3135197407,2024-01-21T02:00:00.0,4.442,17.584,0,7,0,70.072,270,1
SOFIS4_A8610A3439296D08,2024-01-21T02:00:00.0,6.008,17.994,0,7,0,68.702,270,2
SOFIS1_A8610A3135399218,2024-01-21T03:00:00.0,10.982,17.132,0,7,0,80.866,270,3
SOFIS2_A8610A3135428119,2024-01-21T03:00:00.0,1.368,17.086,0,7,0,83.076,270,1
SOFIS3_A8610A3135197407,2024-01-21T03:00:00.0,5.996,17.986,0,7,0,76.668,270,2
SOFIS4_A8610A3439296D08,2024-01-21T03:00:00.0,7.784,18.26,0,7,0,75.408,270,2
SOFIS1_A8610A3135399218,2024-01-21T04:00:00.0,9.946,17.1,0,7,0,85.606,270,2
SOFIS2_A8610A3135428119,2024-01-21T04:00:00.0,0.93,17.372,0,7,0,86.224,270,1
SOFIS3_A8610A3135197407,2024-01-21T04:00:00.0,4.586,17.748,0,7,0,82.63,270,1
SOFIS4_A8610A3439296D08,2024-01-21T04:00:00.0,6.42,17.922,0,7,0,81.75,270,2
SOFIS1_A8610A3135399218,2024-01-21T05:00:00.0,13.232,17.484,0,7,0,87.318,270,3
SOFIS2_A8610A3135428119,2024-01-21T05:00:00.0,2.276,17.736,0,7,0,87.796,270,1
SOFIS3_A8610A3135197407,2024-01-21T05:00:00.0,6.788,17.974,0,7,0,85.36,270,2
SOFIS4_A8610A3439296D08,2024-01-21T05:00:00.0,8.532,18.224,0,7,0,84.238,270,2
SOFIS1_A8610A3135399218,2024-01-21T06:00:00.0,7.692,18.642,0,7,0,82.242,270,2
SOFIS2_A8610A3135428119,2024-01-21T06:00:00.0,0.112,18.172,0,7,0,86.924,270,1
SOFIS3_A8610A3135197407,2024-01-21T06:00:00.0,5.602,18.754,0,7,0,82.928,270,2
SOFIS4_A8610A3439296D08,2024-01-21T06:00:00.0,6.824,18.808,0,7,0,83.002,270,2
SOFIS1_A8610A3135399218,2024-01-21T07:00:00.0,7.4,19.184,0,7,0,81.87,270,2
SOFIS2_A8610A3135428119,2024-01-21T07:00:00.0,0.09,18.712,0,7,0,85.344,270,1
SOFIS3_A8610A3135197407,2024-01-21T07:00:00.0,5.556,18.81,0,7,0,84.906,270,2
SOFIS4_A8610A3439296D08,2024-01-21T07:00:00.0,5.96,19.064,0,7,0,83.944,270,2
SOFIS1_A8610A3135399218,2024-01-21T08:00:00.0,9.558,18.648,1.13098,7,0,86.23,270,2
SOFIS2_A8610A3135428119,2024-01-21T08:00:00.0,0.42,18.71,1.13098,7,0,87.62,270,1
SOFIS3_A8610A3135197407,2024-01-21T08:00:00.0,5.654,18.756,2.08031,7,0,86.556,270,2
SOFIS4_A8610A3439296D08,2024-01-21T08:00:00.0,6.432,18.878,0.17136,7,0,86.526,270,2
SOFIS1_A8610A3135399218,2024-01-21T09:00:00.0,7.946,18.794,75.5389,7,0,85.502,270,2
SOFIS2_A8610A3135428119,2024-01-21T09:00:00.0,0.242,18.556,83.5106,7,0,88.962,270,1
SOFIS3_A8610A3135197407,2024-01-21T09:00:00.0,4.58,19.172,86.5916,7,0,83.82,270,1
SOFIS4_A8610A3439296D08,2024-01-21T09:00:00.0,4.808,19.32,69.2603,7,0,83.698,270,1
SOFIS1_A8610A3135399218,2024-01-21T10:00:00.0,10.636,19.06,423.993,7,0,84.182,270,3
SOFIS2_A8610A3135428119,2024-01-21T10:00:00.0,1.3,19.16,438.058,7,0,85.98,270,1
SOFIS3_A8610A3135197407,2024-01-21T10:00:00.0,6.966,19.566,431.906,7,0,82.696,270,2
SOFIS4_A8610A3439296D08,2024-01-21T10:00:00.0,8.936,19.732,404.958,7,0,82.244,270,2
SOFIS1_A8610A3135399218,2024-01-21T11:00:00.0,10.582,19.38,938.768,7,0,82.918,270,3
SOFIS2_A8610A3135428119,2024-01-21T11:00:00.0,1.396,19.684,947.556,7,0,84.504,270,1
SOFIS3_A8610A3135197407,2024-01-21T11:00:00.0,6.066,20.24,949.454,7,0,79.174,270,2
SOFIS4_A8610A3439296D08,2024-01-21T11:00:00.0,6.256,20.534,936.633,7,0,78.54,270,2
SOFIS1_A8610A3135399218,2024-01-21T12:00:00.0,10.926,20.626,1646.43,7,0,78.158,270,3
SOFIS2_A8610A3135428119,2024-01-21T12:00:00.0,1.258,20.268,1373.63,7,0,82.268,270,1
SOFIS3_A8610A3135197407,2024-01-21T12:00:00.0,6.312,21.614,1610.37,7,0,73.542,270,2
SOFIS4_A8610A3439296D08,2024-01-21T12:00:00.0,7.566,21.778,1609.69,7,0,73.046,270,2
SOFIS1_A8610A3135399218,2024-01-21T13:00:00.0,12.052,20.942,1845.13,7,0,77.568,270,3
SOFIS2_A8610A3135428119,2024-01-21T13:00:00.0,0.866,21.42,1848.29,7,0,77.926,270,1
SOFIS3_A8610A3135197407,2024-01-21T13:00:00.0,6.8225,21.9725,1888.13,7,0,75.225,270,2
SOFIS4_A8610A3439296D08,2024-01-21T13:00:00.0,8.422,22.45,1843.07,7,0,73.666,270,2
SOFIS1_A8610A3135399218,2024-01-21T14:00:00.0,9.494,20.482,1816.88,7,0,80.578,270,2
SOFIS2_A8610A3135428119,2024-01-21T14:00:00.0,0.764,21.76,1894.43,7,0,78.048,270,1
SOFIS3_A8610A3135197407,2024-01-21T14:00:00.0,6.234,21.35,1765.15,7,0,78.592,270,2
SOFIS4_A8610A3439296D08,2024-01-21T14:00:00.0,6.292,21.932,1765.5,7,0,76.574,270,2
SOFIS1_A8610A3135399218,2024-01-21T15:00:00.0,7.356,20.058,1671.5,7,0,81.764,270,2
SOFIS2_A8610A3135428119,2024-01-21T15:00:00.0,0.214,21.448,1780.62,7,0,78.742,270,1
SOFIS3_A8610A3135197407,2024-01-21T15:00:00.0,4.522,20.936,1602.43,7,0,79.698,270,1
SOFIS4_A8610A3439296D08,2024-01-21T15:00:00.0,4.844,21.386,1757.61,7,0,77.746,270,1
SOFIS1_A8610A3135399218,2024-01-21T16:00:00.0,6.09,21.32,1857.34,7,0,75.926,270,2
SOFIS2_A8610A3135428119,2024-01-21T16:00:00.0,0.138,22.332,1931.2,7,0,74.636,270,1
SOFIS3_A8610A3135197407,2024-01-21T16:00:00.0,3.862,21.988,1834.37,7,0,74.568,270,1
SOFIS4_A8610A3439296D08,2024-01-21T16:00:00.0,4.918,22.728,1837.91,7,0,71.632,270,1
SOFIS1_A8610A3135399218,2024-01-21T17:00:00.0,8.906,19.876,851.707,7,0,80.076,270,2
SOFIS2_A8610A3135428119,2024-01-21T17:00:00.0,0.68,20.836,767.127,7,0,78.89,270,1
SOFIS3_A8610A3135197407,2024-01-21T17:00:00.0,5.334,21.074,885.037,7,0,76.322,270,2
SOFIS4_A8610A3439296D08,2024-01-21T17:00:00.0,6.084,21.18,754.591,7,0,75.818,270,2
SOFIS1_A8610A3135399218,2024-01-21T18:00:00.0,9.624,20.24,280.914,7,0,76.292,270,2
SOFIS2_A8610A3135428119,2024-01-21T18:00:00.0,0.31,20.618,275.547,7,0,77.128,270,1
SOFIS3_A8610A3135197407,2024-01-21T18:00:00.0,7.186,20.152,328.432,7,0,78.618,270,2
SOFIS4_A8610A3439296D08,2024-01-21T18:00:00.0,8.404,20.48,286.168,7,0,77.098,270,2
SOFIS1_A8610A3135399218,2024-01-21T19:00:00.0,9.776,20.374,0.17136,7,0,74.64,270,2
SOFIS2_A8610A3135428119,2024-01-21T19:00:00.0,0.572,20.562,0.17136,7,0,75.608,270,1
SOFIS3_A8610A3135197407,2024-01-21T19:00:00.0,6.408,20.232,2.08031,7,0,76.256,270,2
SOFIS4_A8610A3439296D08,2024-01-21T19:00:00.0,5.978,20.358,0.17136,7,0,76.34,270,2
SOFIS1_A8610A3135399218,2024-01-21T20:00:00.0,8.14,20.49,0,7,0,72.948,270,2
SOFIS2_A8610A3135428119,2024-01-21T20:00:00.0,0.1775,20.5525,0,7,0,74.65,270,1
SOFIS3_A8610A3135197407,2024-01-21T20:00:00.0,5.148,20.354,0,7,0,74.724,270,2
SOFIS4_A8610A3439296D08,2024-01-21T20:00:00.0,5.436,20.62,0,7,0,73.652,270,2
SOFIS1_A8610A3135399218,2024-01-21T21:00:00.0,5.51,20.735,0,7,0,70.955,270,2
SOFIS2_A8610A3135428119,2024-01-21T21:00:00.0,0.096,20.58,0,7,0,73.598,270,1
SOFIS3_A8610A3135197407,2024-01-21T21:00:00.0,5.31,20.576,0,7,0,72.624,270,2
SOFIS4_A8610A3439296D08,2024-01-21T21:00:00.0,5.83,20.828,0,7,0,72.13,270,2
SOFIS1_A8610A3135399218,2024-01-21T22:00:00.0,8.374,20.068,0,7,0,75.568,270,2
SOFIS2_A8610A3135428119,2024-01-21T22:00:00.0,0.208,20.178,0,7,0,76.424,270,1
SOFIS3_A8610A3135197407,2024-01-21T22:00:00.0,5.066,20.036,0,7,0,76.218,270,2
SOFIS4_A8610A3439296D08,2024-01-21T22:00:00.0,5.304,20.178,0,7,0,76.052,270,2
SOFIS1_A8610A3135399218,2024-01-21T23:00:00.0,5.98,19.952,0,7,0,73.272,270,2
SOFIS2_A8610A3135428119,2024-01-21T23:00:00.0,0.174,19.972,0,7,0,75.834,270,1
SOFIS3_A8610A3135197407,2024-01-21T23:00:00.0,3.214,19.954,0,7,0,74.088,270,1
SOFIS4_A8610A3439296D08,2024-01-21T23:00:00.0,3.804,20.168,0,7,0,73.358,270,1
SOFIS1_A8610A3135399218,2024-01-22T00:00:00.0,4.56,19.006,0,7,0,80.118,270,1
SOFIS2_A8610A3135428119,2024-01-22T00:00:00.0,0,18.778,0,7,0,83.934,270,1
SOFIS3_A8610A3135197407,2024-01-22T00:00:00.0,1.516,19.218,0,7,0,78.546,270,1
SOFIS4_A8610A3439296D08,2024-01-22T00:00:00.0,3.172,19.512,0,7,0,78.664,270,1
SOFIS1_A8610A3135399218,2024-01-22T01:00:00.0,2.888,18.08,0,7,0,85.68,270,1
SOFIS2_A8610A3135428119,2024-01-22T01:00:00.0,0.05,18.588,0,7,0,85.458,270,1
SOFIS3_A8610A3135197407,2024-01-22T01:00:00.0,1.752,18.592,0,7,0,83.062,270,1
SOFIS4_A8610A3439296D08,2024-01-22T01:00:00.0,3.344,18.896,0,7,0,82.426,270,1
SOFIS1_A8610A3135399218,2024-01-22T02:00:00.0,2.504,18.276,0,7,0,84.402,270,1
SOFIS2_A8610A3135428119,2024-01-22T02:00:00.0,0.06,18.632,0,7,0,84.732,270,1
SOFIS3_A8610A3135197407,2024-01-22T02:00:00.0,2.294,18.58,0,7,0,83.812,270,1
SOFIS4_A8610A3439296D08,2024-01-22T02:00:00.0,2.594,18.75,0,7,0,83.132,270,1
SOFIS1_A8610A3135399218,2024-01-22T03:00:00.0,4.444,18.298,0,7,0,81.494,270,1
SOFIS2_A8610A3135428119,2024-01-22T03:00:00.0,0.002,18.438,0,7,0,83.584,270,1
SOFIS3_A8610A3135197407,2024-01-22T03:00:00.0,2.37,18.336,0,7,0,81.726,270,1
SOFIS4_A8610A3439296D08,2024-01-22T03:00:00.0,3.19,18.626,0,7,0,80.602,270,1
SOFIS1_A8610A3135399218,2024-01-22T04:00:00.0,3.758,17.93,0,7,0,82.964,270,1
SOFIS2_A8610A3135428119,2024-01-22T04:00:00.0,0.18,18.492,0,7,0,82.808,270,1
SOFIS3_A8610A3135197407,2024-01-22T04:00:00.0,2.36,18.136,0,7,0,82.45,270,1
SOFIS4_A8610A3439296D08,2024-01-22T04:00:00.0,3.32,18.575,0,7,0,80,270,1
SOFIS1_A8610A3135399218,2024-01-22T05:00:00.0,3.402,17.874,0,7,0,83.984,270,1
SOFIS2_A8610A3135428119,2024-01-22T05:00:00.0,0.318,18.496,0,7,0,83.556,270,1
SOFIS3_A8610A3135197407,2024-01-22T05:00:00.0,2.706,18.072,0,7,0,83.972,270,1
SOFIS4_A8610A3439296D08,2024-01-22T05:00:00.0,3.142,18.516,0,7,0,81.718,270,1
SOFIS1_A8610A3135399218,2024-01-22T06:00:00.0,6.078,17.76,0,7,0,86.606,270,2
SOFIS2_A8610A3135428119,2024-01-22T06:00:00.0,0.166,18.368,0,7,0,85.82,270,1
SOFIS3_A8610A3135197407,2024-01-22T06:00:00.0,2.51,18.098,0,7,0,84.998,270,1
